review_text,label
kecewa bgt,negative
kemasannya rusak,negative
"mungkin dpt apes nya ya tapi saya sangat tidak merekomendasikan produk ini. point minus nya : 1. ini pensilnya ringkihhhh bgt, saya sampai kaget dan bingung sendiri tadi...",negative
"gila sih, ini sunscreen tercemong yg prnh gw beli. biasanya pke yg mild sunscreen, cma krn discontinue, disaranin beli yg ini. as you can see, muka sama leher beda bgt, pdhl untuk 1 muka cma pake 1 ruas jari! ada wrnanya kyk foundation gt, tp malah jd abu dong :loudly_crying_face::loudly_crying_face:",negative
barang yg dikirimkan tidak sesuai tipe yg dipilih warnanya beda,negative
"mohon maaf knp ya sy bpom nya berbeda yg sy bli di sini bpom nya 11221200684 sdngkn sy lihat komen bpom nya akhir nya 73,,dan sy sblm bli ini sy bli di toko lain dan emg kbtulan bpom nya sma akhirnya 73 dan wangi nya jg berbeda apa mungkin krna tahun exp",negative
"beli jumat, senin dikirim, mana bocor lagi",negative
terbaik dan sangat keren,negative
"kemasan retak. pantesan saat kardus paket di buka, sudah aroma kutek. bubble wrap hanya pada barang, sementara kardusnya terlalu besar utk ukuran 3 kutek dan tidak di isi...",negative
aplikatornya kaku banget,positive
"sumpah di mukaku ga cocok, gatel+jerawat",negative
semoga cocok. baru beli lagi setelah ganti kemasam kaca. kayanya lebih kental pada saat packaging plastik. pengirimannya super lamaaa.. dr smua order hunting 8.8 cuma 1 ini yg dateng paling akhir.,positive
"dilempar oleh kurir di garasi ada motor dan mobil, untungnya gak kelindes dan pengemasan bubble wrap tebal sehingga tidak rusak dalamnya ditemuin malem malem pula",negative
walaupun tdk perfect paling tidak lumayan dapat menyamarkan noda lah. thank u seller & toped:star-struck:,positive
"efek:matte, glowing kemasan:simple, hemat tempattt bedaknya nyaman dipakai, cocok untuk yg pengen glowup tapi engga lebay, tahan lama dan gk bikin kering di kulit..",positive
thxxxx,positive
pesennya oren dikirimnya ijo huhu,negative
"profil kecantikan:bau bahan berbahaya manfaat:gaada manfaatnya tips pengguna:gausah dibeli bau sangat menyengat, baru kali ini aku ngasih bintang satu ke produk, beneran sangat sangat kecewa karena baunya yang menyengat seperti berbahaya dan rasanya pahit di bibir bikin kering kerontang dan warnanya tidak merata, pertama kali beli produk marshwillow dan kapok gaakan mau beli lagi",negative
berharap bisa nutup flek hitam..ternyata ga bisa walau sdh diaplikasikan berkali- kali. kecewa tujuan tdk kesampean...,positive
kalo nanti hasilnya bagus bintangnya saya tambahin,negative
"kurang cocok si pelayanannya untuk jadi os store tokopedia, pengemasan sampai pengiriman ditunda sampai hari2 terakhir, lalu chat dibalasnya tidak relevan/ nyambung sama...",negative
tidak ada efek samping tapi tidak cocok buat saya,positive
"kecewa bangett sama pixy,nunggu nya udah lama eh pas datang malah barang nya ancur lebur gitu",negative
ini gimna psen no 175 datang no 370 sangat kecewa,negative
belum tau cocok apa engga,positive
warnanya bagus tapi agak susah di apply butuh effort lebih.,negative
perih dinata,negative
luaamaaaaaa tenan nyampenya,positive
"udah sering beli online, tumben bgt yg dateng udah jadi bubuk :loudly_crying_face:",negative
pada bolong-bolong,negative
tidak sesuai pesanan....sangat mengecewakan,negative
"baru mencoba belum tahu khasiatnya. tp untuk pengiriman dan pengemasan ok... good :grinning_face::thumbs_up: kalau terbukti ok buat ngatasi rambut rontok, repuchase lagi. ok thanks....",positive
"buat seserahan tapi ancur:pleading_face: dari seller ga di bubble wrap, dari ekspedisinya dibanting banting:pleading_face:",negative
"kemasan:produk cacat produk cacat, isinya cmn setengah, saran saya cek dl produk sblm dikirim",negative
"sorry, baru kali ini kasih bintang 1 ke pelapak. barang yg datang gk sesuai orderan, sudah di konfirmasi tapi tidak di respon. padahal lagi online.",negative
"produk erha nya bagus, karena saya langganan disini. cuma pengiriman lama.",positive
"cocok untuk:kulit kering tekstur:cair performa:baik baru nyoba sample nya karna takut gacocok klo beli yg besar, semoga cocok karna pen beli yg besar",positive
tidak sesuai pesanan. bundlenya gak sesuai dan juga kurang itemnya.,negative
cepat pengiriman dan sesuai pesanan.. terima kasih,positive
"sudah sekian kali beli, baru kali ini ada masalah, barangnya bocor, pas mau komplain malah diminta ktp, padahal pas beli tidak perlu pakai ktp",negative
efek:natural bagus,positive
cocok untuk:baru coba tekstur:lembut performa:bagus terimakasih seller dan pak kurir,positive
brng dtng dg selamat trmksh,positive
"warna:caramel kacauuuu. pecah packingnya sangat sangat tidak safe. berkali kali order compact powder dri brand lain, cuma ini yg packagingnya ga bagus sampe pecah gini",negative
tekstur:rusak kaga becus ngepak = garnier di flatform lain ngepak kaya manusia bukan alakadarnya box penyok2 padahal ini buat di jual lagi,negative
br mau cb,positive
di gambarnya warna merah ati tapi datang merah nya keitem2an,negative
tekstur:tintedd performa:bagus sih lumayan awet warnanya cakepp apalagi diombre sama shade 01,positive
wangi:tidak ketahanan:tidak kemasan:gk terlalu bagus,negative
disini nya focalure tapi ko dateng madame ge nipu banget ini toko :tired_face: parah banget sih,negative
barang tidak dikirim :face_with_rolling_eyes: walaupun cuma gift setidaknya dikonfirmasikan,negative
"barang sesuai pesanan, packing rapih dan aman, bubble wrap banyak, bagus banget deh pokoknya, recommended banget :thumbs_up_light_skin_tone:, terima kasih seller, sukses selalu :beaming_face_with_smiling_eyes::thumbs_up_light_skin_tone:",positive
warna:bagus kenyamanan aplikator:bagus sekali ketahanan:biasa barang sampai dengan baik namun pengiriman lambat sekali. laen kali tingkatkanlah lagi,negative
"daya serap:belum coba tekstur:belum tau efektivitas:belum coba pelayanan tokohnya buruk banget, kalau nggak niat jualan mending nggak usah buka tokoh, ini shopee mall dengan pelayanan terburuk, order tgl 29 dikirim tgl 4,, wahh hebat,,",negative
"efektivitas:belum dicoba tekstur:lembut kandungan:baik sedih isi sabun cuci mukanya keluar, bubble wrap lepas, dalam kardus basah terus penyok, dan isinya berkurang banyak :(( padahal ini official store lihat di review cust dari 2020 udah begini masalahnya, ternyata sampe 2022 gak diperbaikin yaa huhu",negative
"bau nya enak, simpel juga ga kotor. cuman untuk claim mengecilkan pori dan membantu meredakan jerawat kayaknya belum bisa di buktikan",positive
"kedua kalinya beli dlm bulan ini di blp expired dalam 6 bulan lagi lol... di fikir cukup yg kemarin aja dpt barang udh mau expired, mana baca2 deskripsi, wong blp udh ada nama masa iya jual barang stock lama kaya ga laku, ga nyangka kl produknya blp itu udh pd mau exp gt...",negative
makasih ya kakk,positive
"love banget, muka jd bersih, lembab dan semudah itu bersihin muka.",positive
"kualitas barang ok, cuma kecewa ama pengiriman yg ga sesuai estimasi",negative
claimnya waterproof tali saat dipake gampang dihapus,positive
"proses di seller lamaaaaa. konfirmasi pesanan lama, barang jg lama diserahkan ke jasa kirim. padahal respon chat cepat dan packing jg sudah bagus. tingkatkan lg seller.",negative
"kemasan kdua :thumbs_up_medium_skin_tone:, tekstur light & cepat nyerap, utk darkspot dicombo niacinamide ok banget :OK_hand_medium_skin_tone: beli 4, dpt bonus “skin goals” dan totebag tjakep",positive
"pas warnanya, expired datenya masih lama",positive
pengiriman sangat lama!!!!,negative
pesanan aman tapi sayang bgt packagingnya sangat ringkih huhuhu :(,positive
coverage nya di aku very perfect dan teksturnya lembut mudah di bland seneng banget dapet ini pas diskon :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,positive
"packaging aman, pengiriman cepat banget",positive
"barang yg dikirim tidak sesuai dgn paket yg tertera, ada pergantian barang tanpa konfirmasi sebelumnya. mengecewakan",negative
"pengirimannya cepat, terima kasih bonusnya. belum dicoba semoga cocok.",positive
"belum dicoba. pengiriman cepat, semoga cocok",positive
performa:0 tekstur:0 ga niat bgt ngasi promosi beli apa dkirim apa.. trtulis retinol cica dkirim apa hadehh,negative
tidak sama dengan gambar.,negative
"efek:bikin lentik dan panjang, belum nyoba untuk long lastnya barang sampai walau kerdus aga penyok, semoga cocok ya",positive
tekstur:barang tidak aman barang pecah,negative
kemasan:pengemasan sangat aman...,positive
"cocok untuk:semua performa:bagua tekstur:enak padahal udah berharap sehari sampai dan seneng karena dapet harga diskon. pas banget stok lagi habis, akhirnya selama nunggu seminggu ga ngebersihin muka dengan proper. muka alhasi jerawatan. seller responnya juga gajelas. pengiriman semarang-semarang seminggu mantap",negative
pas masih diproses dan keterangan sabtu minggu libur minta dibatalkan katanya g bisa udah minta tolong dibatalkan berkali kali padahal,negative
mungkin ini karena di perjalanan tapi kali ini bener2 kecewa sama sekali gak bisa di pakai kalo keadaan nya kaya gini:folded_hands_light_skin_tone:,negative
"eyeliner spidol nya agak keras sih, tapi bagus kok. tahan air juga",positive
bagussssssssssssssssssbd cocokkkkkkkkkkk,positive
"barang tidak ada plastik wrap nya, jadi seperti sudah dibuka",positive
kiciikkk sekaliii lutjuuu,positive
"sekelas innisfree packagingnya parah bngt , pengiriman barang lama di chat ga ada respon , barang yg dateng beda hadehhh.... baru kali ini beli di official shop separah ini dan bener bener mengecewakan sih.",negative
"gimanasih, beli banyak sampe 1,7 jt malah ada barang yang ga komplit. beli eyeliner, gaada dikirim. kecewa banget.",negative
tips pengguna:gak usah beli deh. gak bisa sesuai janji. katany ada freegift ternyata enggak :rolling_on_the_floor_laughing: lumayan la packing nya. tapi official store tapi nipu gtu. gak usah buat free gift lain x shayyy:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
"pelayanannya kurang bagus sekali, padahal saya sdh nanya ke penjual bahwa saya memesan yang shade natural, tetap yang datang translucent, yang anehnya ini sebelumnya sudah terjadi pada pembeli lain, dan masih terjadi, mohon di evaluasi lagi yaa, kesalahannya jangan terulang lagi",negative
kata semua orang bagus tapi di saya bruntusan setelah dipake malam hari besok nya keluar jerawat kecil kecil terus jadi besar,negative
bagus dan sesuai,positive
tekstur:cair warna:ke orenan ketahanan:kurang terlalu cair,negative
tidak terima paket apapun ..tp koq bisa selesai ya aneh bgtt,negative
pengiriman nya cepat tapi bedaknya pecah :(,negative
pensil mudah patah,positive
pengiriman nya aslinya cepet banget.. 2 hari udah smpe aku pake pembayaran yang cod.. tapi menunggu dikonfirmasi dan di proses sangat lama.. dan pas smpe dirumah kardus n...,negative
"packing nya gak aman sama sekali cuma bubble wrap 1 rangkep, pengajuan pengembalian tidak disetujui, bener2 kecewa dan ga recommended untuk packingannya padahal barang mudah rusak / pecah tidak ada upaya supaya tidak pecah, sangat ceroboh. kecewa banget yaallah.",negative
ah pecah hancur semua…gak bisa di pake,negative
"bleach oke dibanding merek lain, tapi warna catnya (lavender) ga keluar sama sekali:(",positive
"jar ke 2, emang sebagus itu untuk wajah berminyak dan rentan jerawatan cocokkk bgt pake ini. buat alas makeup jadi awet tambah cakeup puoolll nempel seharian. kemasan baru mantaaapp bgt keliatan produk mahalll:clapping_hands::smiling_face_with_hearts::red_heart:",positive
packing ngawor berantakan aku suka produk garnier tapi tidak suka dengan tukang packing nya semoga harimu suram,negative
"barang sudah sampai, penjualnya ramah, packing bagus, sesuai sekali dengan yang diharapkan",positive
"barangnya sih aman"" aja, kurirnya yg lama banget",negative
kualitas produk sangat baik. produk original. harga produk sangat baik. kecepatan pengiriman sangat baik. respon penjual sangat baik.,positive
"ada bekas lem kotor""nya, yaa tiap beli di erha shopee pasti ada aja kotor""nya, tolong diperhatikan lagi ya",positive
"bagus paten tapi lama datang, jadi bintang 4 aja",positive
tekstur:sangat buruk! nyampe2 pecah ky gini dan ga ada tanggung jawab dr pihak toko!!! performa:keamanan produk sangat buruk!!!,negative
"barang sesuai gambar dan sampai tepat sesuai waktu estimasi, terima kasih inez cosmetic dan tokopedia serta kurir anteraja",positive
d kira water proof..ternyata gkk gagal,negative
kecil bgt coi mana isi nya kaya angin doang,negative
kak aku co waktu live dapet potongan harga harusnya 2 kok yg dateng,negative
daya serap:lumayan cepat. tekstur: agak cair dan lembut. tingkat kelmbaban:terlalu lembab. baunya terlalu menyengat bagi saya.,negative
produk tidak sesuai pesanan,negative
"setelah aku pakai selama 5 hari gaada perubahan, panas dingin gitu baunya lebih kaya balsem ya.",negative
cocok untuk:yg muka item! performa:sangat buruk!! kalo jualan tu yg amanah! jgn mentang2 laku trs ngirim se enak nya! kalo emg ga ada shade yg saya pesen ga usah dikirim! kalo begitu caranya nipu orang dong. walaupun ga seberapa harga nya tapi kan saya beli bukan minta loh! saya berhak berkomentar! kecewa sama pink flash! udah jelas saya pesen shade yl01 kenapa yg datang br01! buka mata liat baik baik tu.,negative
parah banget dikirim yang bau tengik. padahal keterangan di boxnya exp masih 2025 tapi gatau kenapa bau. aku biasanya pake yg varian pepaya tapi pengen nyoba ini malah kena zonk. pokoknya jangan dibeli dari pada muka kalian kenapa². walaupun harganya diskon tapi tetep aja 70k itu duit coy ko malah dikirim asal²an sih. mau direturn tapi sayangnya udah klik pesanan diterima. gak lagi² deh beli ini :thumbs_down::thumbs_down:,negative
kyaknya isinya air deh bener2 cair,negative
"wangi:harum kemasan:buruk parah sih baru kalo ini beli di sini dengan kemasan yg seadanya udah tau skali di teken juga bisa bocor, tapi gk dibpakein bablewrap ya jdnya bocor kmn2, apa karna diskon jd seadanya ya ngemasnya, parah sih kecewa",negative
barang ok sesuai. cuman kurirnya lama,positive
jelek banget pelayanannya duh lama lama buble wrap kurang tebel hancur,negative
salah beli warna :face_with_spiral_eyes:,positive
ringan banget bagusss,positive
warnanya keluar banget silver nya beneran silver bukan abu abu:grey_heart: pigmentasi nya baik cuman harus hati hati agar tidak berantakan,positive
serumnya ga keluar gatau kosong nih ga bisa di buka juga kemasannya,negative
produk isinya warna kuning. jadi takut yg mau pake! ajukan pengembalian ditolak .,negative
udah hampir sebulan pakai tapi belum terasa perubahan yg signifikan,positive
"warna:shade honest tidak sesuai dengan yang di gambar dan review org2 di youtube atau sosmed lain tekstur:cair, tapi kering dan mengelupas di bibir ketahanan:transfer pengiriman lama sekali memakan waktu 4-5 hari dari waktu order",negative
"tekstur:biasa aja performa:kurang menutupi noda hitam purbasari itu oke kok, cumaaaa pertama kali pesen di shopee lama pengirimannya sekelas official ya, (ekspedisi cepet sih) teruss kadaluarsanya loh astagaa 2 bulan lagi, promo sih okay, tapi ya gak ngirim barang tgl kadaluarsanya deket gini dong, astaga. dah lah gw pakek makeupin suami juga ::)",negative
warna:j tolong ya klo barang kaya gini yg bener dikemasnya kok brantakan kaya gini produk cacat semua yg dibeli jd warna hitam! pdhl sy udh byr per item buat diprotek knp asal begini ga tanggung jwb sekali klo udh kaya gini bagaimana? percuma dong sy kmren klik buat lebih ditmbh pelindung peritem!! kecewa,negative
"warna orennya emang nyeremin awalnya. tp karena pilihan lain adanya pink dan ungu, jadi pilih yg ini aja. ternyata orennya masih agak merah. jadi bisa buat ombre sama yg...",positive
aga lama diprosesnya aja ini,positive
"gimana mau keluar, selangny tidak ada, spray tidak berfungsi",negative
cukup deh beli disini nyesel banget gak liat review org2 trnyata emang mngecewakan skali!! gue pesen tanggal 6 dikirim tgl 9 sampe tujuan tgl 11. terimakasih,negative
"kemasan segel tidak ada, segel di dalam tube juga sudah tidak ada, isi tidak full ! kenapa mall innisfree mengirimkan produk yang sudah terbuka segel kemasannya? lain kali kirimkan produk baru ke konsumen, saya sebagai konsumen baru kali ini kecewa, beli di oficial mall tp tidak sesuai !",negative
enak bgt dikulit. dapat bonus pula. terimakasih ya,positive
"jujur kecewa sm pengemasan dan pengiriman barangnya. entah dr pihak official store nya/ gudang pengemasan nya. biasanya aman2 aja, baru kali ini barang yg dikirim tidak dikemas dg layak (segel terbuka, kemasan dus terbuka, plastik pelindung sudah terbuka, tidak seperti biasanya). kurang safety apalagi untuk produk skincare, tidak disarankan next order lagi",negative
packaging tidak memuaskan,negative
"apa ya,, dikit isinya wkwk",positive
"exp nov 2025. latte untuk contour, kental banget teksturnya, semoga gampang di blend di wajah,",positive
ini kok exp nya cpt bgtbya cm setengah tahun dr skrng..,negative
kurang bekerja kalo dikuliyt aku malah dateng jerawat tapi tidak terlalu buruk,positive
"paket baru sampai (telat eeuy) sunscreen skintific saya pakai dan cocok di kulit. semoga ini juga cocok deh oh ya packing aman dan rapi. tks ya gan, tks juga toped :upside-down_face:",positive
"sulit di blend , jadi nya abu2",negative
mascarany kok kering banget ya dan sprti sdh mau habis dan cepat luntur. afwan ini maybeline original tp kok kayak kw ya jujur agak kecewa. utk penjepit matany lumayan ba...,negative
beli yg toner dikirimnya sunscreen,negative
warnanya cantikkk banget. suka banget. hasilnya pigmented juga. tapi sayang ada 1 yang pecah:(. mau komplain sih soalnya sayang banget. tapi ya cuma satu sih:(. packaging...,positive
sebelum dipakai tepuk2 dulu di punggung tangan utk keluarin warnanya. suka banget sama desainnya praktis ngga perlu bawa kuas blush on. pakai spons ini cocok buat yg mau...,positive
harap hati hati saja kalau beli produk ini.,negative
ok lah. banyak lihat review bilang ini dior dupe! doh ya jauh bgt lah ! ga sampe sana. but ok lumayan. repurchase : no for me,positive
barang nya sesuai n ed masih lama tq,positive
"performa:- cocok untuk:- tekstur:- beli yang packaging baru tapi dikirim packaging lama, sedangkan ada perbedaan harga & kandungan pada night creamnya. sebelumnya udah konsul & tanya jawab sama host live eh percuma produk yg sy terima gak sesuai dgn yg sy order. tolong lebih teliti lagi, untuk brand sebagus whitelab lumayan mengecewakan :weary_face:",negative
"pengalaman penggunaan:ini udh botol ketiga yg ku pake, alhamdulillah cocok dan mudah diaplikasikan manfaat:bekas jerawat memudar, kulit wajah aku jga jdi cerah wangi:aromanya ga terlalu pekat jdi ngga bikin enek",positive
pesennya 5 produk yg dtg cuma 3,negative
"tekstur:ringan performa:untuk bibir agak gelap gak se nutup itu baunya manis bgt, gamasalah sih dgn baunya enak aja. tp trnyata ga sengaja kejilat, rasanya manis bgt kayak jd serem kemakannya :weary_face::weary_face::weary_face: warnanya cakep, tp kayaknya gak dulu :smiling_face_with_tear::smiling_face_with_tear:",negative
"tekstur:ringan performa:bagus cocok untuk:semua kulit bedak nya sudah sampe.. shade susuai pesanan, golden beige 02 suka pake bedak ini ,ringan than ama",positive
"packaging rapih bgttt, barang sampai dg selamat, sukaa sm eminaa. salam dari aku si anak emina:face_with_tears_of_joy::heart_hands:",positive
sudah dipakai cocok buat saya lumayan ok,positive
bocor :downcast_face_with_sweat:,positive
"wangi:seperti wangi jeruk kemasan:bagus pengalaman penggunaan:setiap pakai terasa perih cekit"".. terutama setelah eksfoliasi sblm nya. muka merah"" jg. katanya menyamarkan pori"", tp sama sekali tidak menyamarkan pori"". tiap pakai serum ini selalu perih cekit"".",negative
efek:lumayan manfaat:kurang lengket bagus tp sayank kurang lengket aja d bibir,positive
ga cocok dimuka. panas lgsg merah merah,negative
"cepet sampai ,",positive
"sangat cocok dgn kulit wajahku, bedak gk luntur smpek malem",negative
performa:bagus cocok untuk:pergi tekstur:encer jadi warnanya tuh pas sesuai tapi pas di pake buat aku terlalu encer gampang di blend tapi cumaaaa aku kurang suka aja dan kayanya aku salah pilih warna aja sih yaaa . baunya enakkk di bibir jg ga bikin kering warnanya lgsg nempel jg,positive
"barang sesuai pesanan, terima kasih",positive
blm test khasiatnya,positive
barangnya ga sampe di tangan sy. ekspedisi blgnya dr sana nya. tanya seller nyalahin ekspedisi. cukup tau lah,negative
"cukup nge blend, tapi katanya waterproof, ternyata tidak",positive
"sangatt kotor, untuk penjualan shopeemall sangat tidak cocok dengan kualitas seperti ini. ini namanya kualitas packaging sangat tdk higenis",negative
"cocok untuk:semua umur cocokk tekstur:baguzz omaga sgt mantap performa:warnanya baguss, rasanya kyk permennn bagus bagus bagus",positive
eyebrow nya patah bagian dalam,negative
"mantap, bubblewrap tebal , nanti beli lagi dsini klo stok habis",positive
"blm dicoba tp dgn jarga segitu si oke bgt, makasi tokped dan seller",positive
"bedak nya pecah, berantakan semua",negative
"praktis, tp agak berminyak di wajah",positive
"exp nya bentar lagi,mana tup nya peyot terus anget juga kaya kurang proteksi",negative
lumayan dgn harga promo,positive
"pelayanan dari toko ini sangat mengecewakan padahal ini official store, terutama dari admin toko ini, karena dari proses pesanan, respon terhadap chat sangat di bawah sta...",negative
"pembatalan tp ga disetujui, pdahal mw beli varian lain, yg jelek banget hampir tak terlihat klo dipake",negative
tekstur:palsu performa:palsu cocok untuk:palsu palsu,negative
ternyata pengiriman nya jauh kirain dari jakarta,positive
tekstur:teksturnya lembut cocok untuk:sngat cocok performa:bagus bnget,negative
"pantesan aja murah , expired nya bulan besok bisa bisa muka knpa napa",negative
bagus yah lumayan minyak diwajahku berkurang jg cuma yang kurang alas bedaknya hmm semoga ditambain sih alas bedaknya biar gak beli lagi thanks semoga amanah,positive
di contoh gambar shade nya kayak kecoklatan wujud fisik nya shade nya coklat agak oren diaplikasikan ke bibir malah jadi merah agak pink bingung gaes matte nya tidak bik...,negative
cocok untuk:alis performa:bagus gampang d aplikasi dan recomend,positive
"blm dicoba,dari tampilan elegan dan mewah :smiling_face_with_heart-eyes:.dapat bonus eyeshadow gemoy sukaaa hadiahnya berguna banget dan pasti kepake karna ga punya eyeshadow:beaming_face_with_smiling_eyes:.maksih esqa semoga co...",positive
"disitu ada dapat bonus cuci muka,pas di co,pket datang,ga ada bonusnya",negative
"mohon maaf kak ini paketnya untuk vit cnya bocor sampe kedalem"" paket diterima dalam keadaan sudah terbuka dari kurirnya. sekian dan terimakasih berikut jga kurir mengakui bahwa paket yang dikirim dalam keadaan terbuka.",negative
gak ada barang yg dikirim cuma kardus sj,negative
"maaf ya tp cukup kecewa sih.. dateng2 isinya basah karena parfum tumpah. parfumnya ga di bungkus lg biar safe. isinya jd mbleber kemana mana. sampe bedak lipstik pun dlm nya basah, mana saya ga video waktu buka paket, karena percaya aja kalo e commerce pasti aman tp ternyata malah kaya gini :smiling_face_with_tear:",negative
bonus missing because of the package broken,negative
"manfaat:anti-aging wangi:tidak menyengat profil kecantikan:physical sunscreen baru mau cba, smga cocok",positive
"parah bocor. kalo komplain ga sempet kirim barang, padahal ini bocor bgt sampe setengah lebih ilang. nggak usah beli disini gengs, service after salesnya parah. nggak usa...",negative
giftnya tidak dapat padahal ngincer giftnya huuu,negative
"barang yg datang warnanya tidak sesuai pesanan, padahal di catatan sdh jelas di cantumkan pilihan warnanya. sangat mengecewakan..:angry_face::angry_face:",negative
"blm dicoba, smg cocok",positive
performa:pemula cocok untuk:baik tekstur:baik,positive
"kemasan:warna ungu antara kesel sama mau ketawa sih, hahahhaha aku tuh g ngeh kalo gratis brightening gel nya bakal ""sekeciiiiill"" itu. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: bisa liatkan besarnya cuma 2 jari g nyampe btw, lepas dari zonk gift nya aku cocok pake serum yg warna hijau, alhamdulillah jerawat berkurang skrg mau coba ke step selanjutnya pake serum utk memudarkan jerawat. semoga cocok yaa..",positive
belum lihat dalamnya dan baru coba yg satu ini. semoga sama dengan yg 3step nosepacknyaaa sampai dalam 2 hari,positive
expired date cepat banget dikirimnya. bilang 2024 2025 tp 2023. uda beli banyak pula padahal pertama x beli ednya lama,negative
"sangat kecewa aku. padahal produk disegel pake plastik diluar, tapi pas dibuka ternyata tutup botolnya kendor dan serumnya keluar tolong untuk kontrol pada produknya di awasin lagi",negative
paket sudah diterima packing rapih dan proses pengiriman cepat terima kasih...,positive
saya kesal dengan kurir yang melempar barang pesanan saya,negative
bocor bocor bocorrr..ampe tumpe tumpe..rugi aing,negative
manfaat:barangnya bagus banget alhamdulillah aku sukaaaa sekali makasih banyak ya,positive
"moisturizing nya jujur kecewa banget!! barang nya kecil banget parah dan engga worth it dengan harga nya. yang bener aja dong, masa barang sekecil itu harga nya hampir sama dengan facial cleanser-_-",negative
wangi:wanginya seger manfaat:saya pertama kali order produk ini mudah²han cocok dan aman kemasan:rapi dan tidak cacat,positive
disitu free masker tapi udh nyampe sini cuman krimnya aja gak ada maskernya,negative
top bgt buat seller dan tokopedia,positive
"tekstur:beda dari yg asli produknya bau balsem, warnanya sudah beda dari yg lama, teksturnya kasar. padahal saya langganan di toko ini, kok sdah gini sih jualannya.",negative
kurang wortid ketika diputer keatas gak bisa balik lagi kebawah agak sededikit seret . saya pembelian lewat live katanya mau dapat hadiah tambahan pas dateng gak dapat apa2 cuma dapat lipstik doang,negative
blm tau hasilnya. tp coba dulu aja. semoga cocok,positive
payah kurang kirim beli 1 set glowing set kurang moisture ceramidnya padahal udah di foto dan komplain tp malah ngasih bukti cctv padahal itu mass production bs aja cctv...,negative
"tidak sesuai dengan etalase, yg dikirim beda dengan yg didisplay",negative
"indonesia, dikenal dengan nama resmi republik indonesia atau lebih lengkapnya negara kesatuan republik indonesia, adalah negara kepulauan di asia tenggara yang dilintasi garis khatulistiwa",positive
"beli promo 5dapet7, tulisan nya dapet sunscreen yg kecil. ternyata mala dapet sabun muka yg kecil :thinking_face::thinking_face:",positive
"efektif melawan jerawat. muka jadi kering, botolnya ganti yg transparan biar bisa keliatan sisanya.",positive
kurang suka krn teksturnya becek lengket tapi patchy :(,negative
"gak sesuai yang diharapkan. kurang ""ngaruh"" di kulit, kayak gak pake apa2.",negative
ga ada free nya and ga bisa di buka lip matte nya :confounded_face:,negative
sangat kecewa karena barang yang dikirim -1 bulan mau exp,negative
"maaf kasih bintang 1,krna barang hadiahnya dikasih yang warna gelap",negative
"pump nya bgs tp isi nya ga kluar, sdh cb komplain utk gnt tp byk x ini itu nya… percuma aja beli di official klo sprt ne jg kecewa bgt akuh",negative
"pengiriman cepat, packing aman, diberi bonus juga. sayangnya hanya dikirim 1 botol saja padahal saya pesan 4",negative
warna cantik tp buat saya seh agak susah dibaurkan dan tekstur kasar.,negative
"ada segel yang terbuka, saya tidak tahu karena apa. keamanan packing lumayan rentan untuk dibuka2, hanya diberi 1 lapis bubble wrap saja disekitaran kardus lipstik. untuk...",negative
muka jadi bersih tanpa lengket,positive
"wangi bgt, semoga cocok.",positive
"kemasan:lucu tips pengguna:buat bulu mata nyaman digunakan sehari2, ringan, tp bikin bervolume, mudah juga dibersihkan. terimakasih",positive
"warna pas merah bata ke maroon. jadi cocok dgn base oranye atau nude pink. hanya, apa saya yg salah pake, nga terlalu stain (dibanding lipsstainnya makeover)",positive
sesuai deskripsi dan mantap. mungkin bisa jadi langganan disini. kedepan mau nelu lagip,positive
pengiriman sagat lama,negative
terima in time thank you sellero,positive
i didn’t get this product ((,negative
banyakan dapat varian green tea ..,positive
"dua duanya bocor, larinya ke tempat sampah",negative
ketahanan:ternyata gak tahan lama dan langsung ilang padahal belum dikenain apa2 ... tekstur:licin warna:serenity pengemasan lama pengiriman lama diexpedisinya juga lama jadi maaf bintang 1 karna lama semuanya,negative
"baguuuss... pengiriman cepat, pengemasan cukup baik.. dapat harga diskon saat live.. mantap banget..",positive
"tekstur:kntal performa:blum dicoba cocok untuk:unisex maaf saya kasih bintang 2, awalnya bintang 5 setelah saya coba ternyata bagian pencetannya itu alot jdi cairannya gak bisa keluar dan malah rusak. akhirnya tak buka manual deh. agak kesel sh. padahal pengalaman pertama beli malah gni. lain kali di cek dlu btoonya berjalan dengan baik atau tidak.",negative
kemasan:2 paket yang diterima cmn garnier turbo bright spf 50 aj.. isi free nya gak dapet tolong dikirim lagi free facial wash nya.. harga ud free dpt free facial wash nya,negative
"udah nungguin lama, eh datengnya sama semua gimana si ah kecewa:sleepy_face::sleepy_face:",negative
"profil kecantikan:- tips pengguna:cocok utk kulit berminyak, ada kandungan anti aging nya. kemasan:bagus barang sudah diterima sesuai dengan deskripsi produk. produk bagus, sudah langganan beli produk safi disini. terima kasih seller dan shopee. :folded_hands::folded_hands:",negative
"warnanya cocok di kulit ku yang sawo matang, tpi sayang ujung tip foundienya pecah pas dibuka",positive
barang sudah sampai sesuai pesanan. maaf untuk tekstur dan khasiat produk belum dicoba.. silahkan tanya yang lain.terima kasih,positive
produk tidak sampai,negative
